"ID","URL","PDF","Country","Province","Date","Trial status","Design","Blinding","Arms","COVID-19 status","Severity","Patient setting","Outcome","Treatment","Size"
"NCT04327388","https://ClinicalTrials.gov/show/NCT04327388",NA,"Russia","Moscow","2020-Mar","Recruiting","Randomized","Quadruple",2,"Confirmed","Severe","Hospitalized","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Sarilumab",300
"NCT04327388","https://ClinicalTrials.gov/show/NCT04327388",NA,"Spain","Barcelona","2020-Mar","Recruiting","Randomized","Quadruple",2,"Confirmed","Severe","Hospitalized","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Sarilumab",300
"NCT04327388","https://ClinicalTrials.gov/show/NCT04327388",NA,"Spain","Madrid","2020-Mar","Recruiting","Randomized","Quadruple",2,"Confirmed","Severe","Hospitalized","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Sarilumab",300
"NCT04324463","https://ClinicalTrials.gov/show/NCT04324463",NA,"Canada","Ontario","2020-Mar","Recruiting","Randomized","Open-Label",3,"Confirmed",NA,NA,"Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO","Azithromycin ,  HCQ",1500
"NCT04333654","https://ClinicalTrials.gov/show/NCT04333654",NA,"United States","Massachusetts","2020-Apr","Recruiting","Randomized","Quadruple",2,"Confirmed","Non-severe","Outpatients","Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2, SpO2","HCQ",210
"NCT04333654","https://ClinicalTrials.gov/show/NCT04333654",NA,"France","Paris","2020-Apr","Recruiting","Randomized","Quadruple",2,"Confirmed","Non-severe","Outpatients","Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2, SpO2","HCQ",210
"NCT04333654","https://ClinicalTrials.gov/show/NCT04333654",NA,"Netherlands","Groningen","2020-Apr","Recruiting","Randomized","Quadruple",2,"Confirmed","Non-severe","Outpatients","Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, Tumor Necrosis Factor (Any), D-Dimer, Antibodies, PaO2-FiO2, SpO2","HCQ",210
"NCT04346446","https://ClinicalTrials.gov/show/NCT04346446",NA,"India","Delhi","2020-Apr","Recruiting","Randomized","Open-Label",3,"Yes","Severe","Hospitalized",NA,"Plasma",20
"NCT04336410","https://ClinicalTrials.gov/show/NCT04336410",NA,"United States","Missouri","2020-Apr","Recruiting","Non-Randomized","Open-Label",2,"Healthy","Non-severe","Healthy Volunteer","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Vaccine",40
"NCT04336410","https://ClinicalTrials.gov/show/NCT04336410",NA,"United States","Pennsylvania","2020-Apr","Recruiting","Non-Randomized","Open-Label",2,"Healthy","Non-severe","Healthy Volunteer","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Vaccine",40
"NCT04348370","https://ClinicalTrials.gov/show/NCT04348370",NA,"United States","Massachusetts","2020-Apr","Not Recruiting","Randomized","Double",2,"No","Non-severe","Healthcare Workers",NA,"BCG Vaccine",700
"NCT04348370","https://ClinicalTrials.gov/show/NCT04348370",NA,"United States","Texas","2020-Apr","Not Recruiting","Randomized","Double",2,"No","Non-severe","Healthcare Workers",NA,"BCG Vaccine",700
"NCT04357808","https://ClinicalTrials.gov/show/NCT04357808",NA,"Spain","Madrid","2020-Apr","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever","Sarilumab",30
"NCT04330690","https://ClinicalTrials.gov/show/NCT04330690",NA,"Canada","Alberta","2020-Apr","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Fever, Dyspnea, Treatment-emergent Adverse Events","LPV/r",440
"NCT04330690","https://ClinicalTrials.gov/show/NCT04330690",NA,"Canada","British Columbia","2020-Apr","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Fever, Dyspnea, Treatment-emergent Adverse Events","LPV/r",440
"NCT04330690","https://ClinicalTrials.gov/show/NCT04330690",NA,"Canada","Ontario","2020-Apr","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Fever, Dyspnea, Treatment-emergent Adverse Events","LPV/r",440
"NCT04330690","https://ClinicalTrials.gov/show/NCT04330690",NA,"Canada","Quebec","2020-Apr","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Fever, Dyspnea, Treatment-emergent Adverse Events","LPV/r",440
"NCT04334980","https://ClinicalTrials.gov/show/NCT04334980",NA,"Canada","British Columbia","2020-Apr","Not Recruiting","Randomized","Triple",2,"Healthy","Non-severe","Healthy","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, White Blood Cell Count, Platelet Count, Creatinine Phosphokinase, Prothrombin, ALT, AST, Bilirubin, Glucose","Vaccine",84
"NCT04334980","https://ClinicalTrials.gov/show/NCT04334980",NA,"Canada","Nova Scotia","2020-Apr","Not Recruiting","Randomized","Triple",2,"Healthy","Non-severe","Healthy","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, White Blood Cell Count, Platelet Count, Creatinine Phosphokinase, Prothrombin, ALT, AST, Bilirubin, Glucose","Vaccine",84
"NCT04348474","https://ClinicalTrials.gov/show/NCT04348474",NA,"Brazil","Brasilia","2020-Apr","Suspended","Single-Arm","Open-Label",1,"Yes","Non-severe","Outpatients",NA,"HCQ, azithromycin",200
"NCT04329572","https://ClinicalTrials.gov/show/NCT04329572",NA,"Brazil","Brasilia","2020-Apr","Suspended","Single-Arm","Open-Label",1,"Confirmed","Mixed","Hospitalized","Mortality, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, SpO2","HCQ",400
"NCT04345601","https://ClinicalTrials.gov/show/NCT04345601",NA,"United States","Texas","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Yes","Severe","ICU","Viral Load or Clearance","Stem Cells",30
"NCT04339712","https://ClinicalTrials.gov/show/NCT04339712",NA,"Greece","Athens","2020-Apr","Recruiting","Non-Randomized","Open-Label",2,"Yes","Severe","Mixed","Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","Anakinra, TCZ",40
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Madrid","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Alicante","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Asturias","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Barcelona","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Las Palmas","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","La Rioja","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Murcia","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Navarra","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Valencia","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Alava","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Albacete","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Burgos","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Cuenca","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Granada","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Palencia","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Salamanca","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Segovia","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Sevilla","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Valladolid","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04334928","https://ClinicalTrials.gov/show/NCT04334928",NA,"Spain","Zaragoza","2020-Apr","Not Recruiting","Randomized","Double",4,"Healthy","Non-severe","Healthcare Workers","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","Emtricitabine/tenofovir, HCQ",4000
"NCT04335084","https://ClinicalTrials.gov/show/NCT04335084",NA,"United States","California","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Healthy","Non-severe","Healthcare Workers","Viral Load or Clearance, Treatment-emergent Adverse Events","HCQ, vitamins",600
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Distrito Federal","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Espirito Santo","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Minas Gerais","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Para","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Brasilia","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Rio Grande Do Norte","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Rio Grande Do Sul","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Brazil","Santa Catarina","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04321278","https://ClinicalTrials.gov/show/NCT04321278",NA,"Israel","Jerusalem","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Severe","Hospitalized",NA,"Azithromycin ,  HCQ",440
"NCT04329611","https://ClinicalTrials.gov/show/NCT04329611",NA,"Canada","Alberta","2020-Apr","Recruiting","Single-Arm","Triple",1,"Confirmed",NA,"Outpatients","Mortality, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO","HCQ",1660
"NCT04343768","https://ClinicalTrials.gov/show/NCT04343768",NA,"Iran","Tehran","2020-Apr","Completed","Randomized","Open-Label",4,"Yes","Mixed","Mixed","Mortality, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA)","HCQ, LPV/r, IFN",60
"NCT04348656","https://ClinicalTrials.gov/show/NCT04348656",NA,"Canada","Alberta","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Yes","Mixed","Hospitalized",NA,"Plasma",1200
"NCT04348656","https://ClinicalTrials.gov/show/NCT04348656",NA,"Canada","British Columbia","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Yes","Mixed","Hospitalized",NA,"Plasma",1200
"NCT04348656","https://ClinicalTrials.gov/show/NCT04348656",NA,"Canada","Manitoba","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Yes","Mixed","Hospitalized",NA,"Plasma",1200
"NCT04348656","https://ClinicalTrials.gov/show/NCT04348656",NA,"Canada","Ontario","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Yes","Mixed","Hospitalized",NA,"Plasma",1200
"NCT04348656","https://ClinicalTrials.gov/show/NCT04348656",NA,"Canada","Quebec","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Yes","Mixed","Hospitalized",NA,"Plasma",1200
"NCT04339426","https://ClinicalTrials.gov/show/NCT04339426",NA,"United States","Arizona","2020-Apr","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Moderate/severe","Mixed","ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, Serious Adverse Events, PaO2-FiO2, Respiratory Rate","Atovaquorine, AZT",25
"NCT04348435","https://ClinicalTrials.gov/show/NCT04348435",NA,"United States","Texas","2020-Apr","Recruiting","Randomized","Quadruple",2,"No","Non-severe","Healthcare Workers",NA,"Stem Cells",100
"NCT04328493","https://ClinicalTrials.gov/show/NCT04328493",NA,"Vietnam","Hanoi","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed",NA,"Hospitalized",NA,"HCQ",250
"NCT04328493","https://ClinicalTrials.gov/show/NCT04328493",NA,"Vietnam","Ho Chi Minh City","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed",NA,"Hospitalized",NA,"HCQ",250
"NCT04351919","https://ClinicalTrials.gov/show/NCT04351919",NA,"Tunisia","Tunis","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Yes","Non-severe","Mixed",NA,"HCQ, azithromycin",400
"NCT04341389","https://ClinicalTrials.gov/show/NCT04341389",NA,"China","Hubei","2020-Apr","Not Recruiting","Randomized","Double",2,"Negative","Non-severe","Healthy","Viral Load or Clearance","Vaccine",500
"NCT04333914","https://ClinicalTrials.gov/show/NCT04333914",NA,"France","Paris","2020-Apr","Recruiting","Randomized","Open-Label",4,"Confirmed Or Suspected",NA,NA,"Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin","Chloroquine analog, nivolumab, TCZ",273
"NCT04349228","https://ClinicalTrials.gov/show/NCT04349228",NA,"Tunisia","Tunis","2020-Apr","Not Recruiting","Randomized","Single",2,"No","Non-severe","Healthcare Workers",NA,"HCQ",530
"NCT04321174","https://ClinicalTrials.gov/show/NCT04321174",NA,"Canada","British Columbia","2020-Mar","Recruiting","Randomized","Single",2,"Healthy (Exposed)","None","Healthy (Exposed)","Mortality, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Cough, Fever, Other Mild Symptoms, Adverse Events, Quality of Life, Distress","LPV/r",1220
"NCT04321174","https://ClinicalTrials.gov/show/NCT04321174",NA,"Canada","Ontario","2020-Mar","Recruiting","Randomized","Single",2,"Healthy (Exposed)","None","Healthy (Exposed)","Mortality, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Cough, Fever, Other Mild Symptoms, Adverse Events, Quality of Life, Distress","LPV/r",1220
"NCT04349371","https://ClinicalTrials.gov/show/NCT04349371",NA,"United States","New York","2020-Apr","Recruiting","Randomized","Quadruple",2,"No","Non-severe","Healthcare Workers",NA,"HCQ",350
"NCT04350671","https://ClinicalTrials.gov/show/NCT04350671",NA,"Iran","Tehran","2020-Apr","Recruiting","Randomized","Triple",3,"Confirmed","Severe","Hospitalized",NA,"IFN, HCQ, LPV/r,",40
"NCT04350684","https://ClinicalTrials.gov/show/NCT04350684",NA,"Iran","Tehran","2020-Apr","Recruiting","Randomized","Triple",5,"Confirmed","Mixed","Mixed",NA,"IFN, HCQ, LPV/R, Umifenovir",40
"NCT04331795","https://ClinicalTrials.gov/show/NCT04331795",NA,"United States","Illinois","2020-Apr","Recruiting","Single-Arm","Open-Label",1,"Confirmed",NA,"Hospitalized","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, IL-6","TCZ",50
"NCT04348877","https://ClinicalTrials.gov/show/NCT04348877",NA,"Egypt","Cairo","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Yes","Severe","Hospitalized",NA,"Plasma",20
"NCT04349241","https://ClinicalTrials.gov/show/NCT04349241",NA,"Egypt","Cairo","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Yes","Non-severe","Mixed",NA,"FVP",100
"NCT04350931","https://ClinicalTrials.gov/show/NCT04350931",NA,"Egypt","Cairo","2020-Apr","Not Recruiting","Randomized","Single",2,"No","Non-severe","Healthcare Workers",NA,"BCG Vaccine",900
"NCT04328961","https://ClinicalTrials.gov/show/NCT04328961",NA,"United States","California","2020-Apr","Recruiting","Randomized","Double",2,"Healthy (Exposed)","None","Post Exposure Prophylaxis",NA,"HCQ",2000
"NCT04328961","https://ClinicalTrials.gov/show/NCT04328961",NA,"United States","Louisiana","2020-Apr","Recruiting","Randomized","Double",2,"Healthy (Exposed)","None","Post Exposure Prophylaxis",NA,"HCQ",2000
"NCT04328961","https://ClinicalTrials.gov/show/NCT04328961",NA,"United States","Maryland","2020-Apr","Recruiting","Randomized","Double",2,"Healthy (Exposed)","None","Post Exposure Prophylaxis",NA,"HCQ",2000
