molecule_chembl_id	CHEMBL_PHASE	PREF_NAME	IN_TRIALS	PRECLINICAL	ELLINGER_ACTIVE	TOURET_ACTIVE	WESTON_ACTIVE	JEON_ACTIVE	RIVA_ACTIVE	SI_ACTIVE	GORDON_ACTIVE
CHEMBL1201864	4	DIENOGEST	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1201891	4	DEFLAZACORT	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1206	4	ETHOPROPAZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1206690	4	PARECOXIB	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1208	4	CINOXACIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1208572	0	SALINOMYCIN	0	0	-1	0	-1	1	-1	-1	-1
CHEMBL121	4	ROSIGLITAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL12131	0	CLOSANTEL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1213420	0	DROXICAM	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1213583	3	GESTODENE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1214	4	CARBENICILLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1214185	4	ROXITHROMYCIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1214192	0	BEMEGRIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1214598	3	UMIFENOVIR	1	0	-1	0.5	-1	-1	-1	0	-1
CHEMBL121626	4	TOLFENAMIC ACID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1219	4	RABEPRAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL122	4	ROFECOXIB	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1220	4	TINIDAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL12208	1	HYMECROMONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1221	4	SULCONAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1228	4	OXYPHENBUTAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1229	4	OSELTAMIVIR	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1229211	4	DOLUTEGRAVIR	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1229214	0	PRIFINIUM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1229908	4	ETHAMIVAN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1230004	0	R(+)-ATENOLOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1230165	2	SILMITASERTIB	0	0	-1	-1	-1	-1	-1	-1	0.2
CHEMBL1231	4	OXYBUTYNIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1231107	0	CYROMAZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1231160	3	PEVONEDISTAT	0	0	1	-1	-1	-1	-1	-1	-1
CHEMBL1231530	0	BETAMIPRON	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1231723	4	POLIDOCANOL	0	0	1	-1	-1	-1	-1	-1	-1
CHEMBL12318	3	CLODRONIC ACID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1232131	4	DOBESILIC ACID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1232801	4	FOLINIC ACID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL123292	0	CYCLOHEXIMIDE	0	0	1	0	-1	-1	-1	-1	-1
CHEMBL1233	4	CARISOPRODOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1233807	0	TMCB	0	1	-1	-1	-1	-1	-1	-1	-1
CHEMBL1234172	0	CRESOPIRINE	0	1	-1	0	-1	-1	-1	-1	-1
CHEMBL12344	0	DIMAPRIT	0	1	-1	1	-1	-1	-1	-1	-1
CHEMBL1235017	2	OROTIC ACID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1236282	1	THIAMPHENICOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1236395	3	TREHALOSE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1236524	1	GALIDESIVIR	1	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1237	4	LISINOPRIL	0	0	-1	0	-1	-1	-1	-1	0
CHEMBL1237022	4	TOCILIZUMAB	1	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1237044	4	TRAMADOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1237132	4	CLEVIDIPINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1240977	0	OXANTEL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1240978	0	MORANTEL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1241	4	TRIPELENNAMINE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1241590	0	FLORFENICOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1242	4	PHENAZOPYRIDINE	0	0	-1	0	-1	0	-1	-1	-1
CHEMBL1243	4	SULFABENZAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1256391	4	PIRFENIDONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1256734	0	SULBENICILLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1256786	4	FORMOTEROL	1	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1256841	4	NIALAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1256871	0	SOBUZOXANE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1257015	4	PICOTAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL126	4	LINEZOLID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL126075	0	DILAZEP	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL12610	4	BENZYDAMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1262	4	OXICONAZOLE	0	0	0.2	0	-1	-1	-1	-1	-1
CHEMBL1263	4	SALMETEROL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1265	4	ADAPALENE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1266	4	TETRAHYDROZOLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1269133	0	GB110	0	1	-1	-1	-1	-1	-1	-1	-1
CHEMBL127	4	MEROPENEM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1271	4	PENTOLINIUM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL12713	4	SERTINDOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1272	4	REPAGLINIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1274	4	NILUTAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL127508	0	AZACYCLONOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL127516	4	BUTAMBEN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL127592	3	OXETHAZAINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1276308	4	MIFEPRISTONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL127643	0	DIMETHISOQUIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1276663	0	CEFOZOPRAN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1277001	2	MIBAMPATOR	0	0	0.3	-1	-1	-1	-1	-1	-1
CHEMBL127810	0	MEPRYLCAINE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1279	4	FROVATRIPTAN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL128	4	SUMATRIPTAN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1282	4	IMIQUIMOD	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL12856	4	INAMRINONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1286	4	LEVETIRACETAM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1289	4	HALOPROGIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL129	4	ZIDOVUDINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1290	4	PENBUTOLOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1292	4	CLOFAZIMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1294	4	QUINIDINE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1295	4	BUTOCONAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL129529	0	BUTACAINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1296	4	CEFOTIAM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1297	4	FENOPROFEN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL13	4	METOPROLOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL130	4	CHLORAMPHENICOL	0	0	-1	0	-1	-1	-1	-1	0
CHEMBL1305	4	ANTAZOLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1306	4	TERCONAZOLE	0	0	-1	0	0.5	-1	-1	-1	-1
CHEMBL1308	4	FOMEPIZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL131	4	PREDNISOLONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1311	4	ISOSORBIDE MONONITRATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1314065	0	METHYLBENZETHONIUM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1315492	0	ALTRENOGEST	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1316	4	CARPROFEN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1316321	0	AMIPRILOSE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1318341	0	METICRANE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1321	4	PROCARBAZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1322884	4	PHENOTHRIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1323	4	DARUNAVIR	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1323453	0	ETIFENIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL13239	0	DL-PENICILLAMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1324	4	TOLCAPONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL132530	4	FORMESTANE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1326877	0	DIOXYBENZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL132767	0	TRAPIDIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1328968	0	MELENGESTROL ACETATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1329455	4	MOLSIDOMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1331216	4	HYOSCYAMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1331366	0	CARBARSONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1332032	3	TRIFLUSAL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1332971	0	CLONIXIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1334692	0	LONAZOLAC	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1334860	4	DILOXANIDE FUROATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1336	4	SORAFENIB	0	0	0.3	-1	-1	-1	-1	-1	-1
CHEMBL134	4	CLONIDINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1346	4	DARIFENACIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1349	4	VALACYCLOVIR	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL135	4	ESTRADIOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL135400	4	ZOPICLONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1354363	0	METHIAZOLE	0	1	-1	0	-1	-1	-1	-1	-1
CHEMBL1358	4	FULVESTRANT	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1360	4	ATRACURIUM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1361347	0	CLOPAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1364	4	PYRIDOXINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL136497	1	IRSOGLADINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1366	4	AURANOFIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1368380	0	MEFEXAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1368758	0	JTE-013	0	1	0.3	-1	-1	-1	-1	-1	-1
CHEMBL137	4	METRONIDAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1370	4	BUDESONIDE	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1371	4	CHLORZOXAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1371770	4	PIRIBEDIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1371937	3	PANTHENOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1372	4	OXIGLUTATIONE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1372950	4	NICERGOLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1373	4	MODAFINIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1373254	4	CYCLOPENTHIAZIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1374379	4	BENZONATATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL13766	3	GUAIACOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1377	4	CHLOROGUANIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1377575	0	HOMOSALATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL13779	0	CARBADOX	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1378	4	THIETHYLPERAZINE	0	0	-1	0	0.3	-1	-1	-1	-1
CHEMBL1378024	4	PROTIONAMIDE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1380	4	ABACAVIR	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1382	4	TOLTERODINE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL138297	0	TETRAETHYLENEPENTAMINE	0	1	-1	0	-1	-1	-1	-1	-1
CHEMBL1385514	0	DICHLORISONE ACETATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1387	4	NORETHYNODREL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1388	4	MONOBENZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL139	4	DICLOFENAC	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1393	4	SPIRONOLACTONE	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1397	4	POSACONAZOLE	0	0	1	0	-1	-1	-1	-1	-1
CHEMBL139877	4	SULFACARBAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1399	4	ANASTROZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1401	4	NITAZOXANIDE	1	0	-1	0	-1	-1	-1	-1	1
CHEMBL1404	4	RANOLAZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1405	4	ESTRONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1405973	0	EXALAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1407356	0	OXACEPROL	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1407943	2	CLEMIZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL141	4	LAMIVUDINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1410068	0	ISOOSAJIN	0	1	-1	-1	-1	0.3	-1	-1	-1
CHEMBL1411693	0	EPIRIZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1411979	4	METHAPYRILENE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1412614	0	ANCITABINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1413	4	CICLOPIROX	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL141305	4	CYCLOFENIL	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1413176	0	NIFENAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1414320	0	SUXIBUZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1418176	4	METHANDROSTENOLONE	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1419	4	SIBUTRAMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1420	4	PRALIDOXIME	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL142130	0	CYPROTERONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1422	4	SITAGLIPTIN	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1423	4	PIMOZIDE	0	0	-1	0	-1	-1	-1	-1	0
CHEMBL1425	4	MERCAPTOPURINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL142635	3	NAFTOPIDIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1428	4	NIMODIPINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1430	4	PENICILLAMINE	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1431	4	METFORMIN	0	0	-1	0	-1	-1	-1	-1	0
CHEMBL1433	4	DOXYCYCLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1434	4	MINOCYCLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1435	4	CEFAZOLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1436	4	CEFUROXIME	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL14370	4	REBOXETINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1437764	0	CLIMBAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1437847	0	SULFAQUINOXALINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1440	4	TETRACYCLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1441	4	ETHIONAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1441961	0	SOFALCONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1442890	0	PROSULTIAMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1443	4	NAFCILLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1443577	0	SULFACHLORPYRIDAZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1444	4	LETROZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL144673	4	HEXETIDINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1447	4	LINCOMYCIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1448	4	NICLOSAMIDE	1	0	-1	0	-1	1	-1	-1	-1
CHEMBL1449	4	TICARCILLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1449676	4	ORNIDAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1450	4	ATOVAQUONE	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1451	4	TRIAMCINOLONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1451633	0	ETOFENAMATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1452696	4	FEPRAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1453	0	DIGITOXIGENIN	0	1	-1	0	-1	-1	-1	-1	-1
CHEMBL1454	4	LEVAMISOLE	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1454910	0	NITROXOLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1454946	0	FLUBENDAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1455	4	ALTRETAMINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1460	4	DIDANOSINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL146095	4	GLAFENINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1463	4	FLUCYTOSINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1463345	4	CANRENONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1464	4	WARFARIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1466	4	DICUMAROL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1467	4	ALLOPURINOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL146980	0	MOGUISTEINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1471	4	APREPITANT	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1472	4	PROTIRELIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1472975	0	PEROSPIRONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1473	4	FLUTICASONE PROPIONATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1474129	0	CLORSULON	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1474889	4	CLOBUTINOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1474963	4	BENZARONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1475	4	TRIOXSALEN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1475252	2	TENATOPRAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1475693	0	FAMPROFAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1476605	0	CLOFOCTOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1478	0	LITHOCHOLIC ACID	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL147806	1	GSK-369796	0	0	-1	-1	-1	-1	1	-1	-1
CHEMBL1479	4	DANAZOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL148	4	IMIPENEM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1480	4	FELODIPINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1480686	0	DEHYDROEPIANDROSTERONE ACETATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1480987	4	CYCLANDELATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1481	4	GLIMEPIRIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1482	4	BETHANECHOL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1483	4	ALBENDAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1483877	0	ETHENZAMIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1484	4	NICARDIPINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1484738	0	IPAG	0	1	0.3	-1	-1	-1	-1	-1	-1
CHEMBL1484857	0	SUCCINYLSULFATHIAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1487	4	ATORVASTATIN	1	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1488165	0	PIDOTIMOD	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1489662	0	DIFENPIRAMIDE	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1490	4	TRIHEXYPHENIDYL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1490434	0	MOROXYDINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1491	4	AMLODIPINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1492	4	DIPHENYLPYRALINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1492500	4	DOTHIEPIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1493	4	FLAVOXATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1496	4	ROSUVASTATIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1497	4	BETAMETHASONE VALERATE	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1498	0	DESOXYCORTICOSTERONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1500276	0	OXELADIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1501	4	FLUOCINONIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1502	4	PANTOPRAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1503	4	OMEPRAZOLE	1	0	-1	0.2	-1	-1	-1	-1	-1
CHEMBL1508	4	ESCITALOPRAM	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL151	2	LUTEOLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1510	4	ELETRIPTAN	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1511	4	ESTRADIOL VALERATE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1512	4	FLUNISOLIDE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1513	4	IRBESARTAN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL151445	3	DROPROPIZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1515	4	METHIMAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1515447	0	HOMOCHLORCYCLIZINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1516	3	OLMESARTAN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1517	4	OXYTETRACYCLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1518	4	PROPYLTHIOURACIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1518572	0	ZK-93423	0	0	0.3	-1	-1	-1	-1	-1	-1
CHEMBL1519	4	TRANDOLAPRIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1520	4	VARDENAFIL	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1521	4	ZALEPLON	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1522	4	ESZOPICLONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL152408	0	PIMETHIXENE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1524273	4	PHTHALYLSULFATHIAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL15245	4	YOHIMBINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1526240	0	DIHYDROGAMBOGIC ACID	0	1	-1	-1	-1	0.2	-1	-1	-1
CHEMBL152632	0	NIRIDAZOLE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1526434	0	ANTIPYRINE, 4-HYDROXY	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL152649	0	CHLORMIDAZOLE	0	0	0.3	0	-1	-1	-1	-1	-1
CHEMBL1527608	0	DOXOFYLLINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL153	0	TROLOX	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1530428	4	DEXAMETHASONE ACETATE	0	0	-1	-1	-1	-1	-1	-1	-1
CHEMBL1532	4	QUINETHAZONE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1534	4	RIBOFLAVIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL153479	3	AMBROXOL	0	0	-1	1	-1	-1	-1	-1	-1
CHEMBL1535	4	HYDROXYCHLOROQUINE	1	0	-1	1	1	-1	-1	-1	1
CHEMBL1537	4	AZLOCILLIN	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL1539	4	SULFADOXINE	0	0	-1	0	-1	-1	-1	-1	-1
CHEMBL153984	0	BEFUNOLOL	0	0	-1	0	-1	-1	-1	-1	-1
